quote,is_criminal
never heed the lords power is over all weakness and death,0.0
mom dont be afraid since jesus became a man death has become the passage towards life and we dont need to flee it let us prepare ourselves to experience something extraordinary in the eternal life,0.0
let me bleed,0.0
what an idle piece of ceremony this buttoning and unbuttoning is to me now,0.0
thank you love,0.0
i was born as a lily in the garden and like the lily i grew as my age advanced i became old and had to die and so i withered and died,0.0
ill let my lawyers talk for me im ready to go,1.0
i am not afraid to die,0.0
i hope mrs howard can find peace in this,1.0
are you there pam pam are you there,0.0
i am the happiest man in the world im not afraid to die im not crazy jesus your baby is coming home i love you i love you lord,1.0
my friends you are now gazing upon a very unfortunate man who is called forth to bid a final adieu to this cheating and sinful world god of infinite mercy have compassion upon a poor sinner and save me from perdition my friends i desire to thank all the good people of montana and now ask god to bless you all and those dear ones so far away i am now about to offer up my life i make this statement to show you how unfortunate i am and as a warning to you all just as i go to that awful future to meet my god may god bless you all i am ready god have mercy on my soul,1.0
leave me alone im fine,0.0
it has taken me some time but i have learned that im a part of everyone and everyone is a part of me and that no matter where i go or how i go everyone goes with me,1.0
i pray with the help of god that you will forgive me for the pain i caused your family i am truly sorry i wish i could take it back but i just pray and ask that you forgive me,1.0
this oppression is altogether physical god is not the less with me i am waiting for him in the faith of jesus christ and of the holy spirit,0.0
it was horrible and inexcusable for me to take the life of your loved one and to hurt so many mentally and physically i am here because i took a life and killing is wrong by an individual and by the state and i am sorry we are here but if my death gives you peace and closure then this is all worthwhile to all of my friends and family i love you and i am going home,1.0
we are as neare to heaven by sea as by land,0.0
mama,0.0
heil hitler this is my purim fest in i am going to god the bolsheviks will hang you one day,1.0
i did pretty good until about five minutes ago now my nerves are gone,1.0
no bill ive got too much georgia grit for that,0.0
how grand those rays they seem to beckon earth to heaven,0.0
roger that sir thank you,0.0
i done told you my last request a bulletproof vest,1.0
go on get out last words are for fools who havent said enough,0.0
no but comfortable enough to die,0.0
i know i hurt people when i was young i really messed up but i know ron desantis has done a lot worse hes taken a lot from a lot of people i speak for all men women and children hes put his foot on our necks ron desantis and other people like him can suck our dicks,1.0
i am a queen but i have not the power to move my arms,0.0
well i must arrange my pillows for another night when will this end,0.0
tell georgie i want to get in the movies one way or another,0.0
how did the mets do today,0.0
i must make a statement in regard to this matter i feel it my duty to god and to man to do so i am guilty of killing the two men my soul is stained with blood and my punishment is just i hope all will forgive me i pray god to guide and prosper this country i am the murderer of william spence and george w sisney that is all i have to say,1.0
this is the fight of day and night i see black light,0.0
mark ive seen god four times and im going to see him again soon thats no to me and youre no,0.0
im dizzy,0.0
comrades i want to acknowledge that i am guilty and that my punishment is just but i want also that you should know that i did not desert because i lost faith in our cause i believe we are on the right side and i think it will succeed but take warning from my example and whatever comes do not desert the old flag for which i am proud to die,1.0
this inmate declined to make a last statement,1.0
i would say somewhat but i cannot utter it,0.0
i hereby declare robert steven everett and nicholas velasquez guilty of crimes against me douglas alan feldman either by fact or by proxy i find them both guilty i hereby sentence both of them to death which i carried out in august as of that time the state of texas has been holding me illegally in confinement and by force for years i hereby protest my pending execution and demand immediate relief,1.0
yes i would like to thank all of my supporters and loved ones i love you love yall always going to be with yall thank you warden,1.0
you must be tired,0.0
hold me in your arms,0.0
i have laid my papers on a bed for my daughters i have left the door open for the police to enter i am going to shoot myself,0.0
it will soon be time for mass they must raise me,0.0
now ill show you how an italian dies,0.0
peace,1.0
first i would like to tell my family that i love them i will be waiting on them i am fine i hope that everyone gets some closure from this i am innocent lubbock county officials believe i am guilty i am not travis ware has the burden on him to prove that he did not commit felonies he needs to be stopped or he is going to do it time and time again the power is invested in you as a public official to do your job thats all warden i love yall june,1.0
water,0.0
im safe im with the firemen,0.0
this is the day of your visitation wherein the lord hath visited youthis is the day the lord is risen in his mighty power to be avenged on all his adversaries i suffer not as an evil doer mind the light that is within you to wit the light of christ of which he testified and i am now going to seal with my blood now ye are made manifest i suffer for christ in whom i live and in whom i die,1.0
this inmate declined to make a last statement,1.0
to harald may god forgive you and forgive me too but i prefer to take my life away and our babys before i bring him with shame or killing him lupe,0.0
did you envy my happiness,1.0
i am about to leave you i have labored in the sanctuary fiftythree years and this is my comfort and confidence that i have never labored without blood in the vessel goodbye drive on,0.0
do not grieve my friend my dearest friend i am ready to go and john it will not be long,0.0
do not announce my death,0.0
dying is easy comedy is difficult,0.0
open the gates open the gates,0.0
this inmate declined to make a last statement,1.0
texas recognized archer told me so did you see it in the papers,0.0
mumbled something about he wished his whole life would have been spent as islamic,1.0
its a long time since i drank champagne,0.0
i do forgive you,1.0
first i would like to say i have been here since september i had the honor and privilege to know many prison guards and staff i want to thank all of them i would like for everyone to write the people on death row as they are all good men and i am very happy i got to know them all of their lives are worth knowing about secondly on february th the medical examiner and the chief nurse were engaged in numerous false illegal acts they tried to cover up that thousands were wrongfully convicted by matt powell district attorney this needs to be brought to justice i call upon the fbi to investigate matt powell and the lubbock county medical examiner lastly i was born and raised catholic and it was not lost upon me that this is holy week and last sunday was palm sunday yesterday was my birthday today is the day i join my god and father the state may have my body but not my soul in order to save my brothers on death row i call upon pope francis and all the people of the world lastly i want everyone to boycott every single business in the state of texas until all the businesses are pressed to stop the death penalty with that lord i commend my spirit warden i am ready to join my father,1.0
goodbye mary goodbye forever,0.0
still hanging around,1.0
channel is all shit isnt it christ the crap they put on there its a waste of space,0.0
it is time for matins,0.0
ah that tastes nice thank you,0.0
i killed the president because he was an enemy of the good peopleof the working people i am not sorry for my crime im awfully sorry i could not see my father,1.0
farewell comrades fight do not be afraid stalin is with us stalin will come,1.0
id like to address the kitchens and mosqueda families i want you to know that i never killed james and amy and if i did if i knew who did you wouldve been the first to know any information i wouldve had that wouldve helped to bring justice to james and amy i wouldve shared i want you all to know that i dont think that this situation here will bring you closure if it does if this is what it takes or have anyreservations off in your mind then so be it this is not going to help you guys and i want you to knowfrom me that it never occurred no i want all of you to know i did not kill james and amy okay now that i have addressed them i would like to address and thank my attorney gene bund id like to thank my mom sylvia cantu matt duff michael frazier and of course sister helen everyone that came to my rescue to help me including my family and my friends and my supporters everyone that blessed me to be in this position and it was an honor to work with all of them but i would especially like to thank matt duff for believing in me and digging deep and unraveling the case that he did to prove to the world that i do not belong on this gurney to keep up the fight and to keep searching and doing what needs to bedone to find all the answers and bring closure to the truth to the kitchens and mosqueda family last id like to close by telling michael that i love her and i will always be with her matthew lgfyus love forever thats it thats all i got to say warden im ready,1.0
when a man has a great name he must expect to die for it,0.0
it feels fine to be able to sleep here on fast land as a contrast with the drifting ice out upon the ocean where we constantly heard the cracking grinding and din we shall have to gather driftwood and bones of whales and will have to do some moving around when the weather permits,0.0
god forgive them god forgive them for they know not what they do after all these years my people are still lost in hatred and anger give them peace god for people seeking revenge towards me i love you guys i love you guys god give them peace i love you chiquita peace freedom im ready,1.0
yes tell my sister tracey i love you nicole thank you and i love you wanda and all of my friends i love you and thank you for your support to the state of texas i am an innocent man never trust a courtappointed attorney i am ready warden thank you brad im sorry check that dna check scott here we go lord jesus jesus,1.0
lets do it man lock and load aint life aexpletive deleted,1.0
i guess no ones going to call,1.0
even though i lay on this gurney seconds away from my death i am at total peace may the lord jesus christ be with me i am at peace hate is going on in this world and it has to stop hate causes a lifetime of pain even though i lay here i am still at peace i am still a proud american texas loud texas proud god bless america god bless everyone lets do this damn thing director hazelwood thank you very much thank you everyone spark i love you all of you i love you conna its all good its been a great honor i feel it i am going to sleep now goodnight there it goes,1.0
she wont think anything about it,0.0
final ils two four,0.0
i can feel the daisies growing over me,0.0
tell hill he must come up strike the tent,0.0
were sic a midair collision midair collision how we are going inuncontrollable uncontrollable we areweve had it boy poor jet too told you we should take chutes say goodbye to everybody,0.0
vetta jared ray im sorry no im not sorry i apologize for all the harm i have caused you and your family we ate together we broke bread together we laughed and cried together as a family im sorry i failed you theres nothing i can do im not just saying that because im laying on this gurney we were all one and i broke that bond right or wrong i took not one but two people that we all loved and i had to live with that while i was here i ask that you forgive me not for me but for yall im fixing to go home and yall are going to be here i want to make sure you dont suffer you have to forgive me to heal and move on sorry jt i always loved you and i told you i will never say goodbye but this is goodbye theres nothing i can do to bring your mom and sister back one thing about the man i used to be is that i never stopped loving yall see yall on the other side god bless you im done warden,1.0
take a step or two closer lads it will be easier that way,1.0
i do i want to address you i am sorry i dont know who you are i am sorry i put you through some things that i cant take back i am sorry this isnt going to change anything sorry for putting you through this this is creating more victims i am sorry i put you through this i love you man i love you this is not gonna change anything this person shoe did that years ago isnt the same person you see today i hurt a lot of people with decisions i made i cant be more sorry than i am right now i hurt the lopes family let this be a lesson your decisions affect everybody look after your sister for me i am always gonna be with you i love you too shay i love you if your listening i am sorry to be putting everybody through this this is the end of this time to move on i hope this brings you peace i am sorry i told your sister my last words danielle you know that i love you you know that you have my heart ive enjoyed these times i love you little hef,1.0
mindy im with you honey i do not know why mindy you are doing this but i will still forgive you you know he is a murderer why dont you support me he will do it again mindy you are lucky you are still alive give my love to my family i love them mindy you can stop this ok im ready,1.0
counting or not counting gang violence,0.0
yes sir wheres mr marinos mother did you get my letter just wanted to let you know i sincerely meant everything i wrote i am sorry for the pain i am sorry for the life i took from you i ask god for forgiveness and i ask you for the same i know it maybe hard but im sorry for what i did to my family i love each and every one of you be strong know my love is always with youalways i know i am going home to be with the lord shed tears of happiness for me i love each and everyone of you keep on living betty you have been wonderful you guided me to the lord you have been like a mother to me sean rusty jenny marsha god bless each and every one of yall jesus i confess you as my lord and savior i know when i die ill have life in heaven and life eternal everlasting i am ready for that mansion that you promised me take care its alright sean its alright im going to a better place,1.0
dont pull down the blinds i want the sunlight to greet me,0.0
death cannot destroy us for it is destroyed already by him for whose sake we suffer,1.0
im ready to be released release me,1.0
oh god the friend most high or the prayer the prayer and fear allah with regard to those whom your right hands possess,0.0
i did sir but you do now,0.0
thy will be done,0.0
orderly i want you to take a message to colonel benteen ride as fast as you can and tell him to hurry tell him its a big village and i want him to be quick and to bring the ammunition packs,0.0
there are crooks everywhere now the situation is desperate,0.0
im going to a beautiful place ok warden roll em,1.0
i just want everyone to know that the prosecutor and bill scott are sorry sons of bitchesto his family he added that he loved them all,1.0
yes i would warden i call upon peace to the victims of the family there is not a day that goes by that i do not think about that faithful event of that day and what transpired i pray that the lord gives you peace i pray that the lord gives you what you seek there are no words to describe what you are going through and i understand your pain to my family i love you to my family out there and my brothers on death row life row i love you to the people that have shown compassion and that have been there for me you are my true family and i have been pleased i am a man of many faults for those i have hurt and cause pain in their life i beg for forgiveness let everyone know i am sorry for all the wrongs that i have done for those that called for me and transgressed against me and want me murdered i forgive you i truly do i have been blessed god these three to four years something was brought about by courageous men of god to make something beautiful i learned grace i learned forgiveness i learned love i learned to look at others with love no matter who they are i have learned there is no redemption above forgiveness like abraham lincoln said once that mercy bears richer fruits than any other attributes i pray one day the message of the lord would be heard because the world is hurting and things could be better i dont know what else to say to my family im good im strong just know that im going to be okay im good i love yall i love yall i truly do i will see yall in the other world im ready warden send me home,1.0
one mistake years ago and thats a long time nothing is going to be accomplished i have peace with myselfto the cleveland family they say it wasnt for the revenge but its hard for me to see to understand i hope theyre happ,1.0
yes that is broken but does not bend,0.0
you never killed a gamer man in all your life than you will today,1.0
i want to offer again my most profound and heartfelt apologies to my victims families i am truly sorry i have tried my best to empathize with their grief and devastation and i hope they come to know of my concerns and prayers for them,1.0
you all brought me here to be executed not to make a speech thats it,1.0
o lord save my country o lord be merciful to,0.0
put it down hussy do you think i cannot help myself,0.0
im sorry for what i done im sorry for killing your mama im not asking you to forgive me not a day goes by that im not trying to forgive myself dont let your anger and hate for me destroy your lives,1.0
o holy simplicity,1.0
its all been rather lovely,0.0
how beautiful,0.0
thank the lord for the past years that have allowed me to grow as a man to jds family i am sorry for the suffering you have gone through the past years i hope you can get some peace tonight to my family i am happy to be going home to jesus sweet jesus here i come take me home i am going your way,1.0
did the doctors really say i was not to get upif they said so then i wont get up but i feel wellno i will keep them the pillows as the doctors left them,0.0
write write write paper pencil,0.0
more weight,1.0
send mike immediately,0.0
precious salvation,0.0
i would like to thank my lord jesus christ for keeping me strong all these years i would also like to thank my mother for standing by me all these years i would also like to thank my pen pals joe and camille tilling and joann for helping me stay strong all these years i also thank my two lawyers rita and brent for fighting to keep me alive i love you mom,1.0
i should have had the pickle,0.0
it is beautiful,0.0
i do not have to forgive my enemies i have had them all shot,0.0
god bless you boys i got the old smile on my face,1.0
oh its taking rather a long time,0.0
the imperator is doing well,0.0
i must end it theres no hope left ill be at peace no one had anything to do with this my decision totally,0.0
see he falls,0.0
somebody needs to kill my trial attorney,1.0
i dont know if you remember back in you were happy the way it happened you were looking for me yourself and would have taken care of me yourself i am glad it happened this way i wouldnt want to see you in my shoes you would have probably been here not me i wouldnt wish this on you i hope this can bring some relief to you and your family i have no hate for you in spanish grandmother lilia and robert have hope for me i am with god thanks for being with me and all of your love mom take care of my daughter many kisses mom robert dont forget what i told you i hope that this serves as an example for the youngsters think about it before you make a bad decision lets go warden im ready,1.0
june,1.0
now o lord set thy servant free,0.0
id like to say to the families of all my victims im sorry for all the grief and heartache i brought to them if my death brings them any satisfaction so be it,1.0
why fear death death is only a beautiful adventure,0.0
farewell my friends i go to glory,0.0
i am almost sorry you woke me up i was having pleasant dreams no i cant tell you what they were because i cant recall them i only know that i was in a most delightful frame of mind,1.0
it wasnt supposed to end like this,1.0
they are outside this is the end commander thank you tell my family and my country i love them tell them i was brave and fought until i could no longer please take care of my family avenge my death goodbye commander tell my family i love them,0.0
i am through take charge of the company i wont be here long,0.0
ill see you,1.0
no bloody doctors,0.0
that each new indignity defeats only the body pampering the spirit with obscure merit i love you all thats it,1.0
i have not yet lost my feeling for humanity,0.0
this ended up being a fun life i am now going to a more free world goodbye,0.0
yes i would like to thank all my friends and supporters anne west who i love and respect gabrielle uhl from germany and so many countless other friends and of course my family my mother and father brothers and sisters nieces and nephews my wife barbara and my children nadia amenia kira and noemi i love my children i love my family thats it,1.0
i hope and pray that all the new and reopened wounds will be healed quickly after my passing my death is the lords will and i am now with my lord and savior jesus christ in heaven,1.0
mr leblanc i can understand the way you feel i have no hatred in my heart and as i leave this world i ask god to forgive what i have done i ask you to have forgiveness,1.0
i have now reigned above fifty years in victory or peace beloved by my subjects dreaded by my enemies and respected by my allies riches and honors power and pleasure have waited on my call nor does any earthly blessing appear to have been wanting to my felicity in this situation i have diligently numbered the days of pure and genuine happiness which have fallen to my lot they amount to fourteeno man place not thy confidence in this present world,0.0
oh,0.0
let the flames come near me i cannot burn i cannot burn,1.0
this is the happiest day i have ever experienced on earth i shall soon be where the wicked cease from troubling and the weary are at rest,0.0
cmon you guys lets get these guns off the beach,0.0
maria,0.0
we might as well have gone in there six years ago,1.0
hey how yall doing out there i done lost my voice yall be strong now alright don thanks man i love you gloria always baby thats all i got to say hey dont yall worry about me okay,1.0
give me my glasses,0.0
i am dying i am worn out,0.0
absit mihi gloriari nisi in cruce domini nostri jesu christi far from me to glory except in the cross of jesus christ good people i beseech god to send all felicity,1.0
all set warden im ready to go lead me to it ive had a swell time here and im not anxious to get rid of any of these swell fellows the warden has treated me wonderfully,1.0
yes i do grace kehler is that you i have given warden jones a written statement that will explain a lot more i hope this will bring you closure and answers to some questions i hope this will bring you peace and im sorry for all the pain and suffering im sorry it went on for a terribly long time im sorry to you especially grace kehler to the kehler johnson and crain family i pray that you wont hate jesus the letter will explain more im sorry im sorry i hope that my death will bring you peace and closure i pray that maybe someday will bring you peace i hope that you could forgive me but if you dont i understand i dont think i could forgive anyone who would of killed my children im sorry for your suffering youve had for a long time im sorry im sorry i love you lord jesus lord jesus,1.0
my fellow citizens do cigarettes taste good they are poisonous i used to smoke two packs a day ha i really regret it now if only i had quit a year ago my fellow citizens cigarettes destroy families and health my fellow citizens you must quit smoking,0.0
how sweet it is to rest,0.0
when the day comes that i hear of koreas independence in heaven i will dance and shout hurrah,1.0
my anchor is well cast and my ship though weatherbeaten will outride the storm,0.0
this inmate declined to make a last statement,1.0
as i stand here today and see what the institute is what it has already accomplished and what it is at present doing i call to mind the beginnings of science i remember that one hundred and fifty years ago stephen hales published a pamphlet on the subject of illuminating gas in which he stated that his researchers had demonstrated that grains of bituminous coal,0.0
i dont hold any grudges this is my doing sorry it happened,1.0
thank you,0.0
oh dear,0.0
weep not friend for me who dies innocent by the lawless act of wicked men my condition is much better than theirs,1.0
all stop,0.0
take that tent thing off me and give me something to drink quit shooting that stuff into my arm and leave me alone im going to get well,0.0
these are my last words and i am certain that my sacrifice will not be in vain i am certain that at the very least it will be a moral lesson that will punish felony cowardice and treason,0.0
im an innocent man i did not kill anyone yall are killing an innocent man my left arm is killing me it hurts bad,1.0
when i meet god i am going to ask him two questions why relativity and why turbulence i really believe he will have an answer for the first,0.0
hey mom and pop i love yall all of you people in there you know yall have to come together you too terrella yall work on that we all have to stand before god at the end of the day dont ever think youre perfect none of us are perfect god is the only one that is perfect jesus is perfect i did wrong now i am paying the ultimate price even though its a crooked way i dont hate yall dont judge im not judging god has to judge those people i forgive always remember romans is for real hell is for real if yall dont have your life right get it right we all have to die to get to heaven get your life right with christ its coming to an end im talking to each and every soul in this building in this room i dont hate nobody youre doing what you think is your job gods law is above this law hang on cowboy up im fixing to ride jesus is my ride tell my babies daddy will look down on them put a c in his name for carl tell my boys and tell tracy to keep on keeping on love one another go to church change your life for christ live your life for christ all right warden terella i feel it babe love,1.0
an innocent man is going to be murdered tonightwhen my innocence is proven i hope americans will recognize the injustice of the death penalty as all other civilized nations have,1.0
i die for my king and for france,1.0
money cant buy life,0.0
fuck a bullet wound,0.0
yes i do to the victims family i am sorry you lost a brother loved one and friend to my family i love you all keep your heads ups and know i will be in a better place and you all look after aleda and make sure she is a part of this family i appreciate you all and love you i apologize that you lost a loved one this way god bless you all ok warden,1.0
vancouver vancouver this is it,0.0
bertie,0.0
victory victory,1.0
i would just speaks in french i love all of you i love you lundy levi my dad i have no grudges against anyone or any of the things that have gone wrong i would like to say to the world i have always been a nice person i have never been meanhearted or cruel i wish everybody well,1.0
god protect germany may i say something else my last wish is that germany realize its entity and that an understanding be reached between the east and the west i wish peace to the world,1.0
first i want to say to the family im sorry i hope you find it in your heart to forgive me the lord has forgiven me all i can say is im sorry god bless to my family ill be there waiting for yall alright god bless,1.0
dad i love you both youve been the best all of you all of you have truly been the best and ah i believe im going home im sorry and i really mean that its not just words my life is all i can give i stole lives and i know it was precious to yall thats the story of my whole life thats what alcohol will do for you oh jesus lord god take me home precious lord take me home lord take me home yes sir take me home oh lord,1.0
on on on,0.0
i love you israel,1.0
i want to say that i am sorry for all the hurt that i have caused i know that everybody has gone through a lot of painall the families connectedand i am sorry and i want to thank everybody who has been supporting me all these six years i want to thank my family for standing with me through all this and my attorneys and all the support to me everybody the people with this prison department i appreciated everythingtheir kindness and everything that they have shown me during these six years,1.0
help,0.0
goodbye gentlemen i am going now,1.0
brothers brothers please this is a house of peace,0.0
now it is come,0.0
im bad im nineteen,0.0
i love you mom,0.0
naciera yo hijo de un labrador e fuera fraile del abrojo que no rey de castilla,0.0
i will enter thy house i will worship in thy sanctuary,0.0
im really really sorry the pain of life overrides the joy to the point that joy does not exist depressed without phone money for rent money for child support money for debts money i am haunted by the vivid memories of killings corpses anger pain of starving or wounded children of triggerhappy madmen often police of killer executioners i have gone to join ken if i am that lucky,0.0
lay me down and save the flag,0.0
well jan we were lucky at that,0.0
theres love and peace in islam,1.0
o lord god almighty father of thy wellbeloved son jesus christ by whom we have received knowledge of thee god of angels powers and every creature that lives before thee i thank thee that thou hast graciously thought me worthy of this day and hour that i may receive a portion in the number of thy martyrs and drink of christs cup for the resurrection of both soul and body unto life eternal in the incorruptibleness of the holy spirit among them may i be admitted this day as an acceptable sacrifice as thou o true and faithful god hast prepared foreshown and accomplished wherefore i praise thee for all thy mercies i bless thee i glorify thee with jesus christ thy beloved son the eternal to whom with thee and the holy spirit be glory now and forever,0.0
im going to the bathroom to read,0.0
lord forgive them they dont know what they are doing,1.0
i dont want to die with a lie on my lips i lied when i said this killing was a result of gin and anger i deliberately planned a robbery i was watching for anybody worth robbing i had a revolver and an automobile i know how to handle revolvers but this was the first time i had ever handled an automatic as i pressed it against the man and told him to put his hands up the gun went off although so help me god i didnt mean to shoot,1.0
i know how to deal with these people,0.0
spoken to all my family and friends i want you to know that i love you very much i appreciate all the good and bad times together ill always remember you and love you forever and to the west family i hope you can find it in your heart to find forgiveness and strength to move on and find peace written the death penalty in texas is broke when an attorney can be forced to represent you who is not qualified to represent you under texas laws the system does not work when an attorney can dismiss your appeal process by missing a filing deadline or for failing to file documents on behalf of a client thats not due process of law as guaranteed under the unites states constitution the system does not work when officials of any state such as the state of texas has so much confidence in their justice system mistakes will be made and innocent people will be executed texas has executed innocent people and tonight texas has shown just how broke and unfair its system is there is no clemency in texas a process that needs to be reviewed and fixed most importantly the texas justice system need to be fixed i hope the politicians such as elliot nashtat harold dutton rodney ellis and others continue to do their part in trying to fix the texas justice system and until so is done continue to work for a moratorium on the death penalty in texas the victim of this case is not forgotten to the west family i hope you find in your hearts forgiveness and peace and find the strength to move forward and the closure they are looking for nicholas west is not forgotten and never will be forgotten to my family and friends anne dolatschko debbie bilodeau and the many supporters around the world as well as my attorneys michael charlton who has always been there for me and done everything in their will and power to help me and stand by my side i love you dearly and you will always be in my heart forever please continue to struggle and fight against the death penalty as its only use has been for revenge and it does not deter crime its time for a moratorium in the state of texas,1.0
my boy the quenelles de sole were splendid but the peas were poor you should shake the pan gently all the time like this,0.0
my stomach hurts my neck hurts everything hurts man i cant breathe,0.0
the piglets would grunt if they knew how the old boar is suffering,0.0
tell father that i died with my face to the enemy,0.0
higher always higher,0.0
mom im dying i love you,0.0
this inmate declined to make a last statement,1.0
first two or three words not understoodi dont know why marta glass wasnt allowed in here i love you all keep the faith remember the death penalty is murder they are taking the life of an innocent man my attorney ron kuley unintelligible will read my letter at a press conference after this is over that is all i have to say i love you all,1.0
if there is a christians god i am not afraid to trust myself in his hands,0.0
i die hard but i am not afraid to go i am just going have me decently buried and do not let my body be put into the vault in less than two days after i am dead do you understand me tis well,0.0
now im in the biggest fight of my life and it aint easy but i want to say much love to those who have been down with me and thanks for all your support just remember its your real time and your real life,0.0
no not quite naked i shall have my uniform on,0.0
and now i am officially dead,0.0
you may break my neck but you wont break the seal of manhood,1.0
are you guys ready lets roll,0.0
good night malaysian three seven zero,0.0
as you see i am crying too not tears of pain but tears of joy because ill be with my god in a short time,0.0
i am in debt to so many people i have caused too great a burden to be placed upon them i cant begin to fathom the countless agonies down the road the rest of my life would only be a burden for others i am unable to do anything because of poor health i cant read i cant write do not be too sad isnt life and death all a part of nature do not be sorry do not feel resentment toward anyone it is fate cremate me and leave only a small tombstone near home ive thought on this for a long time,0.0
you go ill cover you,0.0
kathy yall take and i bless all of you and i am glad i have had yall in my life as i have said from the very first thing i am innocent of this crime and god knows i am innocent and the four people that was murdered know i am innocent and when i get to heaven ill be hunting you and well talk i feel sorry for the families thats had to suffer and my family and i have em all in my prayers i love you all yall take and yall look after sheila and shannon and them call em and get the pictures to em and everything and ah again like i said i feel sorry for the families but if it takes my death to make them happy then i will bless them i have no hard feelings toward anyone cause the lord feels that it is my time to come home to him my work on earth is done and that ah like i said i am just sorry for but they will have to go through this one time again cause sooner or later whoever did this crime is going to be caught and theyll have to come down here and do this again and they will realize they witnessed an innocent man going to be with jesus christ,1.0
no ill never make it im going back and get that bastard,0.0
follow the path for another fifty yards i am going back to the foot of the rocks to make another climb if i feel in good form i shall take the difficult way up if i do not i shall take the easy one i shall join you in an hour,0.0
